term,translation,context,language,confidence,winning_model,consensus,version,code,url
Solid Waste,Déchets solides,"Solid waste covers discarded materials that are no longer required by the owner or user. Solid waste includes materials that are in a solid or liquid state but excludes wastewater and small particulate matter released into the atmosphere (United Nations, 2014).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0502
Solid Waste,Residuos sólidos,"Solid waste covers discarded materials that are no longer required by the owner or user. Solid waste includes materials that are in a solid or liquid state but excludes wastewater and small particulate matter released into the atmosphere (United Nations, 2014).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0502
Solid Waste,Feste Abfälle,"Solid waste covers discarded materials that are no longer required by the owner or user. Solid waste includes materials that are in a solid or liquid state but excludes wastewater and small particulate matter released into the atmosphere (United Nations, 2014).",de,0.97,gemini-3.5,Single model (skipped consensus),0.1,TL0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0502
Corrosive Substances,Substances corrosives,"Corrosive substances are materials, such as strong acids and strong bases, that, through chemical reactions, cause visible destruction of biological tissues, and other materials. Acids are substances that have a high tendency to donate protons when completely dissociating into ions in water; whereas strong bases are substances that accept protons when completely dissociating into ions in water. Both are highly corrosive and catalyse the decomposition of biological molecules. (Burrows et al., 2021)",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0901,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0901
Corrosive Substances,Sustancias corrosivas,"Corrosive substances are materials, such as strong acids and strong bases, that, through chemical reactions, cause visible destruction of biological tissues, and other materials. Acids are substances that have a high tendency to donate protons when completely dissociating into ions in water; whereas strong bases are substances that accept protons when completely dissociating into ions in water. Both are highly corrosive and catalyse the decomposition of biological molecules. (Burrows et al., 2021)",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0901,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0901
Corrosive Substances,Ätzende Stoffe,"Corrosive substances are materials, such as strong acids and strong bases, that, through chemical reactions, cause visible destruction of biological tissues, and other materials. Acids are substances that have a high tendency to donate protons when completely dissociating into ions in water; whereas strong bases are substances that accept protons when completely dissociating into ions in water. Both are highly corrosive and catalyse the decomposition of biological molecules. (Burrows et al., 2021)",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0901,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0901
Wind,vent,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Wind,viento,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Wind,Wind,"Wind is air motion relative to the Earth’s surface. Unless otherwise specified, only the horizontal component is considered (WMO, 1992).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,MH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0301
Ice Flow,Écoulement de la glace,"Ice flow is the motion of ice driven by gravitational forces, ice stress or, for sea ice, wind, water currents and tide (AMS, 2012).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0707,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0707
Ice Flow,Flujo de hielo,"Ice flow is the motion of ice driven by gravitational forces, ice stress or, for sea ice, wind, water currents and tide (AMS, 2012).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0707,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0707
Ice Flow,Eisfließen,"Ice flow is the motion of ice driven by gravitational forces, ice stress or, for sea ice, wind, water currents and tide (AMS, 2012).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0707,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0707
Cold Wave,Vague de froid,"A cold wave is a period of marked and unusual cold weather characterised by a sharp and significant drop in air temperatures near the surface (maximum, minimum and daily average) over a large area and persisting below certain thresholds for at least two consecutive days during the cold season (WMO, 2020).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0502
Cold Wave,Ola de frío,"A cold wave is a period of marked and unusual cold weather characterised by a sharp and significant drop in air temperatures near the surface (maximum, minimum and daily average) over a large area and persisting below certain thresholds for at least two consecutive days during the cold season (WMO, 2020).",es,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0502
Cold Wave,Kältewelle,"A cold wave is a period of marked and unusual cold weather characterised by a sharp and significant drop in air temperatures near the surface (maximum, minimum and daily average) over a large area and persisting below certain thresholds for at least two consecutive days during the cold season (WMO, 2020).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0502,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0502
Chemical Warfare Agents,Agents de guerre chimique,"Chemical agents or ‘chemical warfare agents’ (chemical weapons) are chemicals, including dual -use chemicals, used to cause intentional death or harm through their toxic properties, and are a major public hazard. (OPCW, 2024a, b, c).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0903,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0903
Chemical Warfare Agents,Agentes químicos de guerra,"Chemical agents or ‘chemical warfare agents’ (chemical weapons) are chemicals, including dual -use chemicals, used to cause intentional death or harm through their toxic properties, and are a major public hazard. (OPCW, 2024a, b, c).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0903,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0903
Chemical Warfare Agents,Chemische Kampfstoffe,"Chemical agents or ‘chemical warfare agents’ (chemical weapons) are chemicals, including dual -use chemicals, used to cause intentional death or harm through their toxic properties, and are a major public hazard. (OPCW, 2024a, b, c).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0903,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0903
Seasonal Influenza,grippe saisonnière,"Seasonal influenza is an acute respiratory infection caused by influenza viruses which circulate in all parts of the world with around a billion cases of seasonal influenza annually, including 3–5 million cases of severe illness. It causes 290,000 to 650,000 respiratory deaths annually (adapted from WHO, 2025).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0243,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0243
Seasonal Influenza,gripe estacional,"Seasonal influenza is an acute respiratory infection caused by influenza viruses which circulate in all parts of the world with around a billion cases of seasonal influenza annually, including 3–5 million cases of severe illness. It causes 290,000 to 650,000 respiratory deaths annually (adapted from WHO, 2025).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0243,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0243
Seasonal Influenza,saisonale Grippe,"Seasonal influenza is an acute respiratory infection caused by influenza viruses which circulate in all parts of the world with around a billion cases of seasonal influenza annually, including 3–5 million cases of severe illness. It causes 290,000 to 650,000 respiratory deaths annually (adapted from WHO, 2025).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0243,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0243
Cholera,choléra,"Cholera is an acute diarrhoeal infection caused by ingestion of food or water contaminated with the bacterium Vibrio cholerae. Cholera is a global threat to public health (WHO, 2024a).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0204,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0204
Cholera,cólera,"Cholera is an acute diarrhoeal infection caused by ingestion of food or water contaminated with the bacterium Vibrio cholerae. Cholera is a global threat to public health (WHO, 2024a).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0204,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0204
Cholera,Cholera,"Cholera is an acute diarrhoeal infection caused by ingestion of food or water contaminated with the bacterium Vibrio cholerae. Cholera is a global threat to public health (WHO, 2024a).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0204,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0204
Pandemic Influenza (Human),Grippe pandémique humaine,"Pandemic influenza is the worldwide spread of a new influenza virus to which there is little or no pre-existing immunity in the human population (WHO, 2019).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,BI0244,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0244
Pandemic Influenza (Human),Influenza pandémica humana,"Pandemic influenza is the worldwide spread of a new influenza virus to which there is little or no pre-existing immunity in the human population (WHO, 2019).",es,0.95,gemini-3.5,Single model (skipped consensus),0.1,BI0244,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0244
Pandemic Influenza (Human),Pandemische Influenza,"Pandemic influenza is the worldwide spread of a new influenza virus to which there is little or no pre-existing immunity in the human population (WHO, 2019).",de,0.95,gemini-3.5,Single model (skipped consensus),0.1,BI0244,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0244
Hepatitis A,Hépatite A,"Hepatitis A is an acute vaccine-preventable viral liver disease and can cause mild to severe illness. Hepatitis A occurs sporadically and in epidemics worldwide, with a tendency for cyclic recurrences, as the virus persists in the environment and can withstand food production processes routinely used to inactivate or control bacterial pathogens (WHO, 2025a).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0211,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0211
Hepatitis A,Hepatitis A,"Hepatitis A is an acute vaccine-preventable viral liver disease and can cause mild to severe illness. Hepatitis A occurs sporadically and in epidemics worldwide, with a tendency for cyclic recurrences, as the virus persists in the environment and can withstand food production processes routinely used to inactivate or control bacterial pathogens (WHO, 2025a).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0211,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0211
Hepatitis A,Hepatitis A,"Hepatitis A is an acute vaccine-preventable viral liver disease and can cause mild to severe illness. Hepatitis A occurs sporadically and in epidemics worldwide, with a tendency for cyclic recurrences, as the virus persists in the environment and can withstand food production processes routinely used to inactivate or control bacterial pathogens (WHO, 2025a).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0211,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0211
Financial shock,choc financier,"A financial shock is an unexpected disturbance which originates from the financial sector and has a significant effect on an economy (e.g. national, regional, or global). The term is largely used to refer to events which have negative impacts (ECB, 2013).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,SO0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/so0401
Financial shock,shock financiero,"A financial shock is an unexpected disturbance which originates from the financial sector and has a significant effect on an economy (e.g. national, regional, or global). The term is largely used to refer to events which have negative impacts (ECB, 2013).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,SO0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/so0401
Financial shock,Finanzschock,"A financial shock is an unexpected disturbance which originates from the financial sector and has a significant effect on an economy (e.g. national, regional, or global). The term is largely used to refer to events which have negative impacts (ECB, 2013).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,SO0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/so0401
Cysticercosis,cysticercose,"Cysticercosis is a preventable infection in humans and pigs caused by the larval stages of the parasiteTaenia solium(pork tapeworm). Human cysticercosis can result in devastating effects when the larvae are located in the central nervous system, resulting in neurocysticercosis which may cause convulsions and epileptic seizures and can be fatal. It is the main cause of preventable epilepsy where the parasite is present, and it is estimated to affect between 2.56 and 8.30 million people (adapted from WHO, 2023).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0112,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0112
Cysticercosis,Cisticercosis,"Cysticercosis is a preventable infection in humans and pigs caused by the larval stages of the parasiteTaenia solium(pork tapeworm). Human cysticercosis can result in devastating effects when the larvae are located in the central nervous system, resulting in neurocysticercosis which may cause convulsions and epileptic seizures and can be fatal. It is the main cause of preventable epilepsy where the parasite is present, and it is estimated to affect between 2.56 and 8.30 million people (adapted from WHO, 2023).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0112,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0112
Cysticercosis,Zystizerkose,"Cysticercosis is a preventable infection in humans and pigs caused by the larval stages of the parasiteTaenia solium(pork tapeworm). Human cysticercosis can result in devastating effects when the larvae are located in the central nervous system, resulting in neurocysticercosis which may cause convulsions and epileptic seizures and can be fatal. It is the main cause of preventable epilepsy where the parasite is present, and it is estimated to affect between 2.56 and 8.30 million people (adapted from WHO, 2023).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0112,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0112
Substandard and Falsified Medical Products,Produits médicaux de qualité inférieure et falsifiés,"Substandard and falsified medical products are defined as those that may cause harm to patients and fail to treat the diseases for which they were intended (WHO, 2018).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0602,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0602
Substandard and Falsified Medical Products,Productos médicos de calidad subestándar y falsificados,"Substandard and falsified medical products are defined as those that may cause harm to patients and fail to treat the diseases for which they were intended (WHO, 2018).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0602,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0602
Substandard and Falsified Medical Products,Minderwertige und gefälschte Medizinprodukte,"Substandard and falsified medical products are defined as those that may cause harm to patients and fail to treat the diseases for which they were intended (WHO, 2018).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0602,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0602
Derecho,derecho,"Derechos are fast-moving bands of thunderstorms with destructive winds. The winds can be as strong as those found in hurricanes or even tornadoes. Unlike hurricanes and tornadoes, these winds follow straight lines (NOAA, 2019).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0302,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0302
Derecho,derecho,"Derechos are fast-moving bands of thunderstorms with destructive winds. The winds can be as strong as those found in hurricanes or even tornadoes. Unlike hurricanes and tornadoes, these winds follow straight lines (NOAA, 2019).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0302,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0302
Derecho,Derecho,"Derechos are fast-moving bands of thunderstorms with destructive winds. The winds can be as strong as those found in hurricanes or even tornadoes. Unlike hurricanes and tornadoes, these winds follow straight lines (NOAA, 2019).",de,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0302,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0302
Loss of Mangroves,Dégradation des mangroves,"Mangroves are distinctive tropical and sub-tropical, woody plants that grow at the interface/intertidal zone between land and sea, where they exist in conditions of high salinity, extreme tides, strong winds, high temperatures and muddy, anaerobic soils (Kathiresan and Bingham, 2001). The destruction of mangrove habitat is caused by both human and natural causes. Humans have cleared mangrove forests to expand farmlands, aquaculture ponds or urban areas. Natural stressors, such as sediment erosion, extreme storm surges or drought have also resulted in mangrove habitat loss. The loss of mangroves has devastated coastal communities, which depend on them for socio-economic activities and environmental conservation, especially in regions with low mangrove diversity and coverage.",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,EN0207,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0207
Loss of Mangroves,Pérdida de manglares,"Mangroves are distinctive tropical and sub-tropical, woody plants that grow at the interface/intertidal zone between land and sea, where they exist in conditions of high salinity, extreme tides, strong winds, high temperatures and muddy, anaerobic soils (Kathiresan and Bingham, 2001). The destruction of mangrove habitat is caused by both human and natural causes. Humans have cleared mangrove forests to expand farmlands, aquaculture ponds or urban areas. Natural stressors, such as sediment erosion, extreme storm surges or drought have also resulted in mangrove habitat loss. The loss of mangroves has devastated coastal communities, which depend on them for socio-economic activities and environmental conservation, especially in regions with low mangrove diversity and coverage.",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,EN0207,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0207
Loss of Mangroves,Verlust von Mangroven,"Mangroves are distinctive tropical and sub-tropical, woody plants that grow at the interface/intertidal zone between land and sea, where they exist in conditions of high salinity, extreme tides, strong winds, high temperatures and muddy, anaerobic soils (Kathiresan and Bingham, 2001). The destruction of mangrove habitat is caused by both human and natural causes. Humans have cleared mangrove forests to expand farmlands, aquaculture ponds or urban areas. Natural stressors, such as sediment erosion, extreme storm surges or drought have also resulted in mangrove habitat loss. The loss of mangroves has devastated coastal communities, which depend on them for socio-economic activities and environmental conservation, especially in regions with low mangrove diversity and coverage.",de,0.96,gemini-3.5,Single model (skipped consensus),0.1,EN0207,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0207
Safety Hazards Associated with Oil and Gas,Risques de sécurité dans le secteur pétrolier et gazier,"Oil and gas extraction, and associated servicing activities involve many types of equipment and materials. Identifying and controlling hazards is critical to preventing injuries and deaths (US Department of Labor, no date).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,TL0308,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0308
Safety Hazards Associated with Oil and Gas,Riesgos de seguridad en el sector del petróleo y el gas,"Oil and gas extraction, and associated servicing activities involve many types of equipment and materials. Identifying and controlling hazards is critical to preventing injuries and deaths (US Department of Labor, no date).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0308,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0308
Safety Hazards Associated with Oil and Gas,Sicherheitsrisiken in der Öl- und Gasindustrie,"Oil and gas extraction, and associated servicing activities involve many types of equipment and materials. Identifying and controlling hazards is critical to preventing injuries and deaths (US Department of Labor, no date).",de,0.97,gemini-3.5,Single model (skipped consensus),0.1,TL0308,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0308
Debris and earth (mud)flows and rock avalanches,Coulées de débris et de boue et avalanches rocheuses,"Flows are gravitational mass movements down a slope in the form of a fluid. Flows often leave behind a distinctive, fan-shaped deposit where the landslide material has stopped moving (cf. British Geological Survey 2024)",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,GH0303,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0303
Debris and earth (mud)flows and rock avalanches,Flujos de detritos y de lodo y avalanchas de rocas,"Flows are gravitational mass movements down a slope in the form of a fluid. Flows often leave behind a distinctive, fan-shaped deposit where the landslide material has stopped moving (cf. British Geological Survey 2024)",es,0.96,gemini-3.5,Single model (skipped consensus),0.1,GH0303,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0303
Debris and earth (mud)flows and rock avalanches,"Murgänge, Schlammströme und Bergstürze","Flows are gravitational mass movements down a slope in the form of a fluid. Flows often leave behind a distinctive, fan-shaped deposit where the landslide material has stopped moving (cf. British Geological Survey 2024)",de,0.94,gemini-3.5,Single model (skipped consensus),0.1,GH0303,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0303
Listeriosis,listériose,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Listeriosis,listeriosis,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Listeriosis,Listeriose,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Fire,Incendie,"Fire-related technological incidents can be defined as accidental or intentional events that result in the actual or potential physical damage to property and exposure of responders and/or members of the public to a chemical hazard (adapted from WHO, no date)",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0305,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0305
Fire,Incendio,"Fire-related technological incidents can be defined as accidental or intentional events that result in the actual or potential physical damage to property and exposure of responders and/or members of the public to a chemical hazard (adapted from WHO, no date)",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0305,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0305
Fire,Brand,"Fire-related technological incidents can be defined as accidental or intentional events that result in the actual or potential physical damage to property and exposure of responders and/or members of the public to a chemical hazard (adapted from WHO, no date)",de,0.97,gemini-3.5,Single model (skipped consensus),0.1,TL0305,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0305
Sea Level Rise,élévation du niveau de la mer,"Sea-level change (sea-level rise / sea-level fall) refers to a change in the height of sea level, both globally and locally (relative sea-level change), at seasonal, annual, or longer time scales. It results from a change in ocean volume due to a change in the mass of water in the ocean (e.g. melting of glaciers and ice sheets), changes in ocean water density (e.g. expansion under warmer conditions), changes in the shape of ocean basins, changes in the Earth's gravitational and rotational fields, and local land subsidence or uplift (IPCC, 2019).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,EN0402,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0402
Sea Level Rise,aumento del nivel del mar,"Sea-level change (sea-level rise / sea-level fall) refers to a change in the height of sea level, both globally and locally (relative sea-level change), at seasonal, annual, or longer time scales. It results from a change in ocean volume due to a change in the mass of water in the ocean (e.g. melting of glaciers and ice sheets), changes in ocean water density (e.g. expansion under warmer conditions), changes in the shape of ocean basins, changes in the Earth's gravitational and rotational fields, and local land subsidence or uplift (IPCC, 2019).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,EN0402,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0402
Sea Level Rise,Meeresspiegelanstieg,"Sea-level change (sea-level rise / sea-level fall) refers to a change in the height of sea level, both globally and locally (relative sea-level change), at seasonal, annual, or longer time scales. It results from a change in ocean volume due to a change in the mass of water in the ocean (e.g. melting of glaciers and ice sheets), changes in ocean water density (e.g. expansion under warmer conditions), changes in the shape of ocean basins, changes in the Earth's gravitational and rotational fields, and local land subsidence or uplift (IPCC, 2019).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,EN0402,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0402
Ammonia,Ammoniac,"Ammonia (NH3) is a colourless acrid-smelling reactive gas at ambient temperature and pressure and is considered a significant public health hazard (WHO, 1986; PHE, 2019).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0301
Ammonia,Amoníaco,"Ammonia (NH3) is a colourless acrid-smelling reactive gas at ambient temperature and pressure and is considered a significant public health hazard (WHO, 1986; PHE, 2019).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0301
Ammonia,Ammoniak,"Ammonia (NH3) is a colourless acrid-smelling reactive gas at ambient temperature and pressure and is considered a significant public health hazard (WHO, 1986; PHE, 2019).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0301
Wastewater,eaux usées,"Wastewater is regarded as a combination of one or more of the following materials: domestic effluent consisting of ‘blackwater’ (excreta, urine and faecal sludge, contaminants from pharmaceutical and personal care products) and ‘greywater’ (used water from washing and bathing); water from commercial establishments and institutions, including hospitals; industrial effluent, stormwater and other urban runoff; and agricultural, horticultural and aquaculture runoff (UNEP, 2023a).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0503,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0503
Wastewater,aguas residuales,"Wastewater is regarded as a combination of one or more of the following materials: domestic effluent consisting of ‘blackwater’ (excreta, urine and faecal sludge, contaminants from pharmaceutical and personal care products) and ‘greywater’ (used water from washing and bathing); water from commercial establishments and institutions, including hospitals; industrial effluent, stormwater and other urban runoff; and agricultural, horticultural and aquaculture runoff (UNEP, 2023a).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0503,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0503
Wastewater,Abwasser,"Wastewater is regarded as a combination of one or more of the following materials: domestic effluent consisting of ‘blackwater’ (excreta, urine and faecal sludge, contaminants from pharmaceutical and personal care products) and ‘greywater’ (used water from washing and bathing); water from commercial establishments and institutions, including hospitals; industrial effluent, stormwater and other urban runoff; and agricultural, horticultural and aquaculture runoff (UNEP, 2023a).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0503,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0503
Diarrhoeal Diseases,Maladies diarrhéiques,"Diarrhoeal diseases are infectious diseases, contaminants and other causes of diarrhoea. Diarrhoea is defined as the passage of three or more loose or liquid stools per day, or more frequently than is normal for the individual. Diarrhoeal disease is the third leading cause of death in children 1–59 months of age. It is both preventable and treatable. (WHO, 2024a).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0103
Diarrhoeal Diseases,Enfermedades diarreicas,"Diarrhoeal diseases are infectious diseases, contaminants and other causes of diarrhoea. Diarrhoea is defined as the passage of three or more loose or liquid stools per day, or more frequently than is normal for the individual. Diarrhoeal disease is the third leading cause of death in children 1–59 months of age. It is both preventable and treatable. (WHO, 2024a).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0103
Diarrhoeal Diseases,Durchfallerkrankungen,"Diarrhoeal diseases are infectious diseases, contaminants and other causes of diarrhoea. Diarrhoea is defined as the passage of three or more loose or liquid stools per day, or more frequently than is normal for the individual. Diarrhoeal disease is the third leading cause of death in children 1–59 months of age. It is both preventable and treatable. (WHO, 2024a).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0103
Maritime Accident,accident maritime,"A maritime accident is an event, or a sequence of events, that has resulted in any of the following occurring directly in connection with the normal operation of a marine vessel: the death of, or serious injury to, a person; the loss of a person from a ship; the loss, presumed loss or abandonment of a marine vessel; material damage to a marine vessel; the stranding or disabling of a marine vessel, or the involvement of a marine vessel in a collision; material damage to the marine infrastructures external to a vessel, that could seriously endanger the safety of the vessel or another vessel or an individual; and severe damage to the environment, or the potential for severe damage to the environment, brought about by the damage of a marine vessel (United Nations, European Union and the International Transport Forum at the OECD, 2019).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0403,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0403
